monat,produkt,kostenstelle,plan_menge,ist_menge,plan_preis,ist_preis,variable_stueckkosten,fixkosten_produkt
2025-04,Monitor 24 Zoll,Vertrieb Online,70,82.0,180.0,181.53,100.0,2500
2026-04,Buerostuhl Ergonomic,Vertrieb Sued,18,20.0,550.0,553.23,290.0,7000
2025-10,Monitor 24 Zoll,Vertrieb Ost,70,69.0,180.0,180.65,100.0,2500
2025-05,Buerostuhl Premium,Vertrieb Ost,30,34.0,350.0,346.19,180.0,6000
2025-04,Tastatur Wireless,Vertrieb Ost,240,205.0,45.0,40.95,18.0,1200
2026-09,Monitor 27 Zoll,Vertrieb Ost,60,54.0,280.0,281.35,160.0,4000
2025-11,Headset Business,Vertrieb Online,120,111.0,75.0,78.2,32.0,1600
2025-07,Buerostuhl Basic,Vertrieb Nord,80,73.0,120.0,116.47,70.0,3000
2026-03,Dockingstation USB-C,Vertrieb Nord,76,72.0,140.0,134.49,65.0,2200
2026-04,Monitor 27 Zoll,Vertrieb West,60,61.0,280.0,278.43,160.0,4000
2026-04,Buerostuhl Ergonomic,Vertrieb Ost,18,18.0,550.0,597.8,290.0,7000
2026-03,Webcam HD,Vertrieb West,140,137.0,55.0,56.51,22.0,1100
2026-03,Schreibtisch Elektrisch,Vertrieb Sued,18,688.0,650.0,654.19,380.0,8000
2025-06,Monitor 24 Zoll,Vertrieb Sued,70,86.0,180.0,176.64,100.0,2500
2025-04,Schreibtisch Fix,Vertrieb Sued,40,35.0,220.0,213.01,110.0,3500
2026-02,Monitor 27 Zoll,Vertrieb Ost,60,60.0,280.0,280.96,160.0,4000
2026-12,Dockingstation USB-C,Vertrieb Nord,76,72.0,140.0,147.61,65.0,2200
2025-03,Tastatur Wireless,Vertrieb West,240,270.0,45.0,41.7,18.0,1200
2026-06,Buerostuhl Ergonomic,Vertrieb Ost,18,20.0,550.0,594.68,290.0,7000
2025-04,Schreibtisch Elektrisch,Vertrieb West,18,19.0,650.0,618.15,380.0,8000
2026-05,Buerostuhl Ergonomic,Vertrieb Ost,18,14.0,550.0,592.82,290.0,7000
2026-01,Buerostuhl Basic,Vertrieb West,80,78.0,120.0,130.08,70.0,3000
2025-11,Tastatur Mechanisch,Vertrieb Online,100,96.0,95.0,102.39,42.0,1800
2025-08,Tastatur Wireless,Vertrieb Ost,240,239.0,45.0,44.04,18.0,1200
2025-08,Maus Wireless,Vertrieb West,280,290.0,28.0,29.48,10.0,900
2026-11,Buerostuhl Premium,Vertrieb West,30,32.0,350.0,330.19,180.0,6000
2025-10,Monitor 32 Zoll Curved,Vertrieb Nord,24,22.0,480.0,442.05,270.0,5000
2025-08,Webcam HD,Vertrieb Nord,140,144.0,55.0,52.58,22.0,1100
2026-02,Buerostuhl Ergonomic,Vertrieb Online,18,17.0,550.0,576.48,290.0,7000
2026-10,Monitor 24 Zoll,Vertrieb West,70,70.0,180.0,175.89,100.0,2500
2026-07,Webcam HD,Vertrieb West,140,150.0,55.0,55.56,22.0,1100
2025-07,Schreibtisch Fix,Vertrieb West,40,47.0,220.0,202.77,110.0,3500
2026-01,Tastatur Mechanisch,Vertrieb Online,100,99.0,95.0,94.19,42.0,1800
2026-09,Monitor 32 Zoll Curved,Vertrieb Sued,24,22.0,480.0,487.82,270.0,5000
2026-01,Schreibtischlampe LED,Vertrieb Sued,180,211.0,38.0,36.55,14.0,800
2025-09,Buerostuhl Ergonomic,Vertrieb Online,18,23.0,550.0,574.2,290.0,7000
2025-11,Dockingstation USB-C,Vertrieb Sued,76,76.0,140.0,139.58,65.0,2200
2025-12,Maus Wireless,Vertrieb Sued,280,285.0,28.0,26.41,10.0,900
2026-07,Tastatur Mechanisch,Vertrieb Online,100,93.0,95.0,89.04,42.0,1800
2026-07,Monitor 27 Zoll,Vertrieb Online,60,52.0,280.0,293.78,160.0,4000
2025-10,Monitor 27 Zoll,Vertrieb Ost,60,64.0,280.0,292.08,160.0,4000
2026-08,Tastatur Wireless,Vertrieb Ost,240,255.0,45.0,43.83,18.0,1200
2025-10,Buerostuhl Ergonomic,Vertrieb Ost,18,20.0,550.0,560.7,290.0,7000
2025-05,Buerostuhl Basic,Vertrieb West,80,72.0,120.0,120.63,70.0,3000
2026-09,Monitor 24 Zoll,Vertrieb West,70,78.0,180.0,189.49,100.0,2500
2026-01,Monitor 27 Zoll,Vertrieb West,60,56.0,280.0,289.3,160.0,4000
2026-10,Buerostuhl Ergonomic,Vertrieb West,18,20.0,550.0,564.78,290.0,7000
2026-09,Maus Wireless,Vertrieb Sued,280,279.0,28.0,27.61,10.0,900
2025-09,Tastatur Mechanisch,Vertrieb Ost,100,87.0,95.0,102.07,42.0,1800
2025-01,Tastatur Mechanisch,Vertrieb West,100,117.0,95.0,92.04,42.0,1800
2026-03,Buerostuhl Ergonomic,Vertrieb West,18,16.0,550.0,497.29,290.0,7000
2026-01,Schreibtischlampe LED,Vertrieb Online,180,200.0,38.0,35.92,14.0,800
2026-06,Schreibtisch Fix,Vertrieb Nord,40,43.0,220.0,222.64,110.0,3500
2026-03,Schreibtisch Fix,Vertrieb Nord,40,39.0,220.0,236.55,110.0,3500
2025-09,Maus Wireless,Vertrieb Nord,280,296.0,28.0,30.09,10.0,900
2025-11,Schreibtischlampe LED,Vertrieb Ost,180,210.0,38.0,40.02,14.0,800
2025-09,Webcam HD,Vertrieb Sued,140,129.0,55.0,54.17,22.0,1100
2026-06,Schreibtisch Fix,Vertrieb Online,40,47.0,220.0,200.74,110.0,3500
2026-05,Monitor 27 Zoll,Vertrieb Nord,60,64.0,280.0,273.97,160.0,4000
2025-04,Buerostuhl Basic,Vertrieb Ost,80,81.0,120.0,129.61,70.0,3000
2026-07,Headset Business,Vertrieb Online,120,120.0,75.0,71.82,32.0,1600
2026-10,Webcam HD,Vertrieb Online,140,142.0,55.0,-54.82,22.0,1100
2025-03,Monitor 27 Zoll,Vertrieb Ost,60,56.0,280.0,287.27,160.0,4000
2026-04,Schreibtischlampe LED,Vertrieb Online,180,165.0,38.0,41.46,14.0,800
2025-07,Webcam HD,Vertrieb Online,140,91.0,55.0,54.18,22.0,1100
2025-05,Schreibtisch Elektrisch,Vertrieb West,18,16.0,650.0,703.3,380.0,8000
2026-12,Monitor 32 Zoll Curved,Vertrieb Sued,24,25.0,480.0,498.29,270.0,5000
2026-12,Schreibtischlampe LED,Vertrieb Sued,180,174.0,38.0,39.0,14.0,800
2026-10,Schreibtisch Fix,Vertrieb Sued,40,42.0,220.0,211.26,110.0,3500
2025-07,Buerostuhl Ergonomic,Vertrieb Online,18,16.0,550.0,512.13,290.0,7000
2025-08,Schreibtisch Elektrisch,Vertrieb Ost,18,17.0,650.0,631.56,380.0,8000
2025-06,Buerostuhl Premium,Vertrieb Online,30,31.0,350.0,374.27,180.0,6000
2025-02,Monitor 27 Zoll,Vertrieb Sued,60,51.0,280.0,271.97,160.0,4000
2025-02,Tastatur Wireless,Vertrieb Online,240,214.0,45.0,47.48,18.0,1200
2026-12,Monitor 32 Zoll Curved,Vertrieb Online,24,24.0,480.0,480.03,270.0,5000
2025-05,Tastatur Mechanisch,Vertrieb Online,100,95.0,95.0,95.88,42.0,1800
2025-04,Headset Business,Vertrieb West,120,95.0,75.0,67.12,32.0,1600
2026-09,Tastatur Mechanisch,Vertrieb West,100,93.0,95.0,101.29,42.0,1800
2025-03,Schreibtisch Elektrisch,Vertrieb Ost,18,17.0,650.0,590.73,380.0,8000
2026-07,Tastatur Mechanisch,Vertrieb West,100,86.0,95.0,95.27,42.0,1800
2026-07,Maus Wireless,Vertrieb Sued,280,276.0,28.0,27.28,10.0,900
2025-03,Buerostuhl Ergonomic,Vertrieb Nord,18,21.0,550.0,591.29,290.0,7000
2026-11,Maus Wireless,Vertrieb Nord,280,259.0,28.0,26.52,10.0,900
2026-11,Webcam HD,Vertrieb Sued,140,140.0,55.0,53.43,22.0,1100
2025-03,Monitor 27 Zoll,Vertrieb West,60,51.0,280.0,269.08,160.0,4000
2025-02,Tastatur Wireless,Vertrieb Nord,240,247.0,45.0,46.03,18.0,1200
2026-01,Tastatur Wireless,Vertrieb Ost,240,310.0,45.0,43.49,18.0,1200
2025-08,Tastatur Wireless,Vertrieb Online,240,225.0,45.0,45.52,18.0,1200
2026-09,Schreibtisch Elektrisch,Vertrieb Ost,18,15.0,650.0,655.62,380.0,8000
2025-01,Webcam HD,Vertrieb Sued,140,142.0,55.0,59.51,22.0,1100
2025-10,Tastatur Wireless,Vertrieb Online,240,186.0,45.0,44.31,18.0,1200
2026-07,Buerostuhl Premium,Vertrieb Ost,30,26.0,350.0,356.21,180.0,6000
2025-06,Monitor 27 Zoll,Vertrieb Nord,60,65.0,280.0,276.23,160.0,4000
2025-09,Schreibtisch Elektrisch,Vertrieb West,18,18.0,650.0,575.51,380.0,8000
2026-06,Monitor 24 Zoll,Vertrieb Ost,70,64.0,180.0,171.66,100.0,2500
2026-04,Buerostuhl Basic,Vertrieb West,80,92.0,120.0,115.83,70.0,3000
2025-05,Monitor 27 Zoll,Vertrieb Nord,60,57.0,280.0,296.16,160.0,4000
2025-01,Tastatur Mechanisch,Vertrieb Ost,100,88.0,95.0,93.47,42.0,1800
2026-06,Dockingstation USB-C,Vertrieb Nord,76,72.0,140.0,140.7,65.0,2200
2025-05,Tastatur Wireless,Vertrieb West,240,237.0,45.0,45.11,18.0,1200
2026-09,Monitor 32 Zoll Curved,Vertrieb West,24,27.0,480.0,487.9,270.0,5000
2026-06,Schreibtisch Fix,Vertrieb Ost,40,42.0,220.0,230.09,110.0,3500
2025-06,Monitor 27 Zoll,Vertrieb West,60,58.0,280.0,275.21,160.0,4000
2026-03,Maus Wireless,Vertrieb Ost,280,306.0,28.0,26.71,10.0,900
2026-06,Dockingstation USB-C,Vertrieb Sued,76,75.0,140.0,152.18,65.0,2200
2025-09,Monitor 32 Zoll Curved,Vertrieb West,24,24.0,480.0,509.17,270.0,5000
2025-12,Headset Business,Vertrieb Nord,120,107.0,75.0,74.18,32.0,1600
2026-02,Webcam HD,Vertrieb West,140,130.0,55.0,57.58,22.0,1100
2026-10,Schreibtischlampe LED,Vertrieb Online,180,156.0,38.0,39.08,14.0,800
2026-12,Maus Wireless,Vertrieb Ost,280,293.0,28.0,28.23,10.0,900
2025-05,Tastatur Mechanisch,Vertrieb West,100,119.0,95.0,88.81,42.0,1800
2026-09,Tastatur Mechanisch,Vertrieb Sued,100,103.0,95.0,96.38,42.0,1800
2026-07,Buerostuhl Premium,Vertrieb West,30,29.0,350.0,337.8,180.0,6000
2025-11,Webcam HD,Vertrieb Sued,140,154.0,55.0,57.16,22.0,1100
2026-07,Monitor 27 Zoll,Vertrieb Sued,60,56.0,280.0,295.54,160.0,4000
2025-01,Monitor 24 Zoll,Vertrieb Sued,70,76.0,180.0,170.7,100.0,2500
2026-01,Buerostuhl Basic,Vertrieb Online,80,79.0,120.0,127.76,70.0,3000
2025-10,Buerostuhl Basic,Vertrieb Ost,80,82.0,120.0,112.79,70.0,3000
2026-03,Monitor 27 Zoll,Vertrieb West,60,59.0,280.0,295.56,160.0,4000
2026-06,Monitor 32 Zoll Curved,Vertrieb Ost,24,23.0,480.0,517.91,270.0,5000
2025-09,Buerostuhl Ergonomic,Vertrieb Nord,18,17.0,550.0,544.47,290.0,7000
2025-12,Buerostuhl Basic,Vertrieb Ost,80,88.0,120.0,120.5,70.0,3000
2026-05,Schreibtischlampe LED,Vertrieb Ost,180,181.0,38.0,37.52,14.0,800
2026-05,Tastatur Wireless,Vertrieb Ost,240,226.0,45.0,43.33,18.0,1200
2026-01,Monitor 32 Zoll Curved,Vertrieb Ost,24,24.0,480.0,512.99,270.0,5000
2026-02,Webcam HD,Vertrieb Online,140,142.0,55.0,54.44,22.0,1100
2026-01,Dockingstation USB-C,Vertrieb Sued,76,74.0,140.0,145.14,65.0,2200
2026-02,Tastatur Mechanisch,Vertrieb Sued,100,101.0,95.0,97.65,42.0,1800
2026-12,Buerostuhl Ergonomic,Vertrieb Nord,18,16.0,550.0,513.21,290.0,7000
2025-08,Monitor 27 Zoll,Vertrieb Nord,60,43.0,280.0,292.36,160.0,4000
2026-07,Buerostuhl Ergonomic,Vertrieb West,18,15.0,550.0,559.81,290.0,7000
2025-02,Schreibtisch Fix,Vertrieb Ost,40,44.0,220.0,213.13,110.0,3500
2026-11,Tastatur Wireless,Vertrieb Online,240,275.0,45.0,43.41,18.0,1200
2025-04,Monitor 27 Zoll,Vertrieb West,60,53.0,280.0,275.84,160.0,4000
2026-05,Buerostuhl Ergonomic,Vertrieb Nord,18,22.0,550.0,546.9,290.0,7000
2025-03,Headset Business,Vertrieb West,120,139.0,75.0,76.75,32.0,1600
2025-11,Buerostuhl Ergonomic,Vertrieb Sued,18,18.0,550.0,568.87,290.0,7000
2026-11,Buerostuhl Ergonomic,Vertrieb Sued,18,,550.0,493.46,290.0,7000
2026-11,Buerostuhl Ergonomic,Vertrieb Nord,18,16.0,550.0,583.53,290.0,7000
2025-04,Buerostuhl Ergonomic,Vertrieb Nord,18,18.0,550.0,536.48,290.0,7000
2025-01,Buerostuhl Premium,Vertrieb Sued,30,31.0,350.0,328.2,180.0,6000
2025-05,Monitor 32 Zoll Curved,Vertrieb Nord,24,23.0,480.0,503.44,270.0,5000
2026-05,Monitor 24 Zoll,Vertrieb West,70,74.0,180.0,190.36,100.0,2500
2025-10,Buerostuhl Basic,Vertrieb Sued,80,74.0,120.0,108.28,70.0,3000
2025-11,Schreibtisch Elektrisch,Vertrieb West,18,19.0,650.0,632.83,380.0,8000
2025-11,Buerostuhl Basic,Vertrieb Nord,80,85.0,120.0,122.32,70.0,3000
2025-07,Monitor 27 Zoll,Vertrieb West,60,70.0,280.0,270.41,160.0,4000
2026-05,Buerostuhl Basic,Vertrieb West,80,73.0,120.0,116.13,70.0,3000
2025-04,Tastatur Mechanisch,Vertrieb Online,100,103.0,95.0,92.87,42.0,1800
2026-08,Monitor 32 Zoll Curved,Vertrieb Ost,24,22.0,480.0,519.39,270.0,5000
2026-11,Schreibtisch Elektrisch,Vertrieb Sued,18,17.0,650.0,734.38,380.0,8000
2026-11,Webcam HD,Vertrieb Nord,140,131.0,55.0,55.7,22.0,1100
2026-03,Schreibtischlampe LED,Vertrieb Sued,180,182.0,38.0,40.31,14.0,800
2026-04,Headset Business,Vertrieb Sued,120,,75.0,78.5,32.0,1600
2025-05,Maus Wireless,Vertrieb West,280,232.0,28.0,27.81,10.0,900
2025-10,Monitor 27 Zoll,Vertrieb Nord,60,68.0,280.0,264.37,160.0,4000
2026-08,Buerostuhl Premium,Vertrieb Sued,30,29.0,350.0,365.58,180.0,6000
2025-05,Tastatur Wireless,Vertrieb Online,240,239.0,45.0,42.21,18.0,1200
2025-03,Buerostuhl Basic,Vertrieb Sued,80,81.0,120.0,126.96,70.0,3000
2026-02,Webcam HD,Vertrieb Nord,140,149.0,55.0,55.67,22.0,1100
2025-08,Maus Wireless,Vertrieb Ost,280,261.0,28.0,27.56,10.0,900
2025-06,Schreibtisch Fix,Vertrieb Nord,40,37.0,220.0,237.36,110.0,3500
2025-05,Dockingstation USB-C,Vertrieb Nord,76,82.0,140.0,143.87,65.0,2200
2026-04,Buerostuhl Basic,Vertrieb Nord,80,85.0,120.0,128.79,70.0,3000
2026-12,Dockingstation USB-C,Vertrieb Online,76,83.0,140.0,120.96,65.0,2200
2026-06,Tastatur Wireless,Vertrieb Nord,240,234.0,45.0,48.11,18.0,1200
2025-09,Maus Wireless,Vertrieb West,280,261.0,28.0,29.96,10.0,900
2026-09,Schreibtisch Fix,Vertrieb Nord,40,39.0,220.0,223.96,110.0,3500
2026-02,Schreibtischlampe LED,Vertrieb Online,180,167.0,38.0,39.53,14.0,800
2026-04,Buerostuhl Ergonomic,Vertrieb West,18,18.0,550.0,546.07,290.0,7000
2025-11,Webcam HD,Vertrieb Nord,140,139.0,55.0,55.7,22.0,1100
2025-03,Buerostuhl Premium,Vertrieb Sued,30,28.0,350.0,351.93,180.0,6000
2025-08,Tastatur Wireless,Vertrieb West,240,242.0,45.0,41.25,18.0,1200
2026-05,Tastatur Mechanisch,Vertrieb Nord,100,108.0,95.0,97.99,42.0,1800
2026-12,Tastatur Mechanisch,Vertrieb Sued,100,97.0,95.0,96.13,42.0,1800
2025-01,Buerostuhl Ergonomic,Vertrieb Sued,18,17.0,550.0,625.07,290.0,7000
2025-01,Buerostuhl Ergonomic,Vertrieb West,18,18.0,550.0,570.52,290.0,7000
2026-01,Buerostuhl Premium,Vertrieb West,30,25.0,350.0,322.28,180.0,6000
2026-01,Schreibtischlampe LED,Vertrieb Nord,180,164.0,38.0,38.33,14.0,800
2025-05,Tastatur Mechanisch,Vertrieb Sued,100,108.0,95.0,102.61,42.0,1800
2025-11,Monitor 32 Zoll Curved,Vertrieb Online,24,23.0,480.0,508.24,270.0,5000
2026-08,Maus Wireless,Vertrieb Ost,280,341.0,28.0,29.42,10.0,900
2026-01,Tastatur Mechanisch,Vertrieb West,100,101.0,95.0,93.57,42.0,1800
2026-06,Buerostuhl Premium,Vertrieb Ost,30,26.0,350.0,368.24,180.0,6000
2025-11,Buerostuhl Premium,Vertrieb Online,30,26.0,350.0,349.27,180.0,6000
2026-11,Schreibtisch Fix,Vertrieb West,40,39.0,220.0,207.81,110.0,3500
2025-01,Monitor 27 Zoll,Vertrieb Nord,60,55.0,280.0,272.63,160.0,4000
2026-11,Monitor 24 Zoll,Vertrieb Ost,70,69.0,180.0,182.82,100.0,2500
2025-01,Schreibtisch Fix,Vertrieb Sued,40,36.0,220.0,222.05,110.0,3500
2026-05,Buerostuhl Premium,Vertrieb Online,30,28.0,350.0,335.44,180.0,6000
2026-04,Monitor 32 Zoll Curved,Vertrieb Online,24,22.0,480.0,425.14,270.0,5000
2025-05,Dockingstation USB-C,Vertrieb Ost,76,71.0,140.0,146.16,65.0,2200
2026-03,Buerostuhl Basic,Vertrieb Sued,80,67.0,120.0,125.52,70.0,3000
2026-10,Buerostuhl Ergonomic,Vertrieb Online,18,19.0,550.0,581.56,290.0,7000
2025-09,Monitor 27 Zoll,Vertrieb Online,60,66.0,280.0,254.16,160.0,4000
2025-09,Monitor 24 Zoll,Vertrieb Nord,70,80.0,180.0,158.28,100.0,2500
2025-01,Schreibtischlampe LED,Vertrieb Nord,180,182.0,38.0,37.66,14.0,800
2026-02,Buerostuhl Basic,Vertrieb West,80,84.0,120.0,110.1,70.0,3000
2025-01,Tastatur Wireless,Vertrieb Ost,240,266.0,45.0,41.88,18.0,1200
2025-05,Webcam HD,Vertrieb Nord,140,135.0,55.0,55.69,22.0,1100
2026-11,Schreibtisch Elektrisch,Vertrieb Ost,18,19.0,650.0,647.61,380.0,8000
2026-08,Buerostuhl Premium,Vertrieb Nord,30,32.0,350.0,328.18,180.0,6000
2025-02,Webcam HD,Vertrieb West,140,135.0,55.0,57.25,22.0,1100
2026-04,Monitor 32 Zoll Curved,Vertrieb Ost,24,21.0,480.0,448.67,270.0,5000
2026-12,Schreibtisch Fix,Vertrieb Ost,40,38.0,220.0,229.99,110.0,3500
2026-11,Schreibtisch Fix,Vertrieb Ost,40,50.0,220.0,227.38,110.0,3500
2025-03,Monitor 32 Zoll Curved,Vertrieb Sued,24,23.0,480.0,490.03,270.0,5000
2026-11,Tastatur Mechanisch,Vertrieb Online,100,120.0,95.0,97.53,42.0,1800
2026-04,Dockingstation USB-C,Vertrieb Online,76,72.0,140.0,134.07,65.0,2200
2026-06,Monitor 24 Zoll,Vertrieb Nord,70,58.0,180.0,178.9,100.0,2500
2025-11,Headset Business,Vertrieb West,120,128.0,75.0,68.87,32.0,1600
2026-03,Schreibtischlampe LED,Vertrieb Ost,180,195.0,38.0,38.97,14.0,800
2026-05,Monitor 27 Zoll,Vertrieb West,60,54.0,280.0,287.29,160.0,4000
2026-03,Monitor 24 Zoll,Vertrieb West,70,71.0,180.0,199.74,100.0,2500
2025-07,Monitor 24 Zoll,Vertrieb Ost,70,72.0,180.0,172.31,100.0,2500
2026-04,Monitor 24 Zoll,Vertrieb Nord,70,62.0,180.0,179.97,100.0,2500
2025-02,Monitor 24 Zoll,Vertrieb Sued,70,72.0,180.0,161.53,100.0,2500
2026-10,Tastatur Mechanisch,Vertrieb Online,100,100.0,95.0,98.22,42.0,1800
2026-07,Monitor 24 Zoll,Vertrieb Sued,70,70.0,180.0,192.34,100.0,2500
2025-12,Buerostuhl Ergonomic,Vertrieb Online,18,19.0,550.0,522.73,290.0,7000
2025-04,Schreibtischlampe LED,Vertrieb Online,180,172.0,38.0,38.34,14.0,800
2026-06,Maus Wireless,Vertrieb Online,280,328.0,28.0,27.59,10.0,900
2026-01,Dockingstation USB-C,Vertrieb Nord,76,62.0,140.0,130.76,65.0,2200
2025-09,Tastatur Wireless,Vertrieb West,240,193.0,45.0,45.94,18.0,1200
2025-11,Buerostuhl Basic,Vertrieb Sued,80,77.0,120.0,119.94,70.0,3000
2025-03,Monitor 27 Zoll,Vertrieb Sued,60,66.0,280.0,281.23,160.0,4000
2025-06,Buerostuhl Ergonomic,Vertrieb West,18,16.0,550.0,518.77,290.0,7000
2026-01,Schreibtisch Elektrisch,Vertrieb West,18,18.0,650.0,601.18,380.0,8000
2025-08,Buerostuhl Premium,Vertrieb Nord,30,30.0,350.0,364.41,180.0,6000
2025-11,Tastatur Wireless,Vertrieb Nord,240,270.0,45.0,42.37,18.0,1200
2025-10,Buerostuhl Basic,Vertrieb West,80,79.0,120.0,108.47,70.0,3000
2026-10,Buerostuhl Premium,Vertrieb Sued,30,35.0,350.0,339.55,180.0,6000
2025-03,Schreibtisch Fix,Vertrieb Sued,40,43.0,220.0,227.75,110.0,3500
2025-07,Monitor 27 Zoll,Vertrieb Sued,60,51.0,280.0,241.8,160.0,4000
2025-08,Buerostuhl Premium,Vertrieb West,30,29.0,350.0,360.01,180.0,6000
2025-05,Headset Business,Vertrieb Sued,120,126.0,75.0,85.58,32.0,1600
2025-09,Headset Business,Vertrieb West,120,136.0,75.0,81.83,32.0,1600
2025-05,Dockingstation USB-C,Vertrieb West,76,96.0,140.0,136.7,65.0,2200
2026-01,Buerostuhl Basic,Vertrieb Nord,80,83.0,120.0,118.55,70.0,3000
2025-10,Tastatur Mechanisch,Vertrieb West,100,102.0,95.0,97.4,42.0,1800
2025-11,Headset Business,Vertrieb Ost,120,117.0,75.0,76.28,32.0,1600
2025-06,Monitor 27 Zoll,Vertrieb Online,60,56.0,280.0,297.79,160.0,4000
2026-09,Webcam HD,Vertrieb West,140,133.0,55.0,55.87,22.0,1100
2026-10,Buerostuhl Premium,Vertrieb Nord,30,29.0,350.0,367.82,180.0,6000
2025-08,Buerostuhl Premium,Vertrieb Sued,30,40.0,350.0,365.82,180.0,6000
2026-10,Headset Business,Vertrieb Sued,120,108.0,75.0,75.98,32.0,1600
2026-05,Monitor 32 Zoll Curved,Vertrieb West,24,26.0,480.0,471.07,270.0,5000
2025-06,Schreibtischlampe LED,Vertrieb West,180,183.0,38.0,36.05,14.0,800
2025-04,Monitor 24 Zoll,Vertrieb Nord,70,67.0,180.0,200.55,100.0,2500
2026-12,Buerostuhl Basic,Vertrieb Sued,80,81.0,120.0,118.03,70.0,3000
2026-07,Schreibtischlampe LED,Vertrieb Online,180,150.0,38.0,36.51,14.0,800
2025-06,Maus Wireless,Vertrieb Ost,280,283.0,28.0,28.35,10.0,900
2025-12,Webcam HD,Vertrieb Nord,140,128.0,55.0,57.91,22.0,1100
2025-12,Buerostuhl Ergonomic,Vertrieb Sued,18,15.0,550.0,557.4,290.0,7000
2026-09,Schreibtisch Fix,Vertrieb Ost,40,40.0,220.0,198.94,110.0,3500
2026-06,Maus Wireless,Vertrieb Ost,280,258.0,28.0,28.43,10.0,900
2025-06,Tastatur Wireless,Vertrieb Nord,240,286.0,45.0,48.28,18.0,1200
2026-07,Dockingstation USB-C,Vertrieb Sued,76,79.0,140.0,148.78,65.0,2200
2026-09,Webcam HD,Vertrieb Online,140,154.0,55.0,53.74,22.0,1100
2025-09,Headset Business,Vertrieb Online,120,131.0,75.0,74.39,32.0,1600
2025-08,Tastatur Mechanisch,Vertrieb Sued,100,117.0,95.0,102.14,42.0,1800
2026-10,Tastatur Wireless,Vertrieb West,240,229.0,45.0,45.54,18.0,1200
2026-06,Schreibtisch Fix,Vertrieb West,40,36.0,220.0,211.19,110.0,3500
2025-09,Monitor 24 Zoll,Vertrieb West,70,70.0,180.0,193.9,100.0,2500
2025-10,Tastatur Mechanisch,Vertrieb Online,100,92.0,95.0,102.84,42.0,1800
2026-09,Monitor 24 Zoll,Vertrieb Ost,70,67.0,180.0,183.96,100.0,2500
2025-10,Monitor 32 Zoll Curved,Vertrieb Online,24,25.0,480.0,419.47,270.0,5000
2025-11,Headset Business,Vertrieb Sued,120,109.0,75.0,73.83,32.0,1600
2026-02,Schreibtisch Fix,Vertrieb Sued,40,36.0,220.0,228.07,110.0,3500
2026-10,Monitor 27 Zoll,Vertrieb West,60,57.0,280.0,307.92,160.0,4000
2025-09,Buerostuhl Basic,Vertrieb Ost,80,81.0,120.0,124.79,70.0,3000
2025-09,Tastatur Mechanisch,Vertrieb Nord,100,116.0,95.0,90.75,42.0,1800
2026-07,Tastatur Wireless,Vertrieb Nord,240,234.0,45.0,43.78,18.0,1200
2026-06,Headset Business,Vertrieb Ost,120,128.0,75.0,66.11,32.0,1600
2025-10,Schreibtisch Fix,Vertrieb West,40,39.0,220.0,245.17,110.0,3500
2025-11,Schreibtischlampe LED,Vertrieb Sued,180,175.0,38.0,36.78,14.0,800
2026-06,Tastatur Mechanisch,Vertrieb Online,100,115.0,95.0,95.94,42.0,1800
2026-03,Dockingstation USB-C,Vertrieb Online,76,72.0,140.0,133.78,65.0,2200
2026-09,Schreibtischlampe LED,Vertrieb Ost,180,166.0,38.0,35.84,14.0,800
2025-03,Webcam HD,Vertrieb Ost,140,125.0,55.0,50.58,22.0,1100
2025-05,Webcam HD,Vertrieb Ost,140,138.0,55.0,54.19,22.0,1100
2026-05,Webcam HD,Vertrieb Sued,140,124.0,55.0,52.12,22.0,1100
2025-05,Buerostuhl Basic,Vertrieb Ost,80,66.0,120.0,126.42,70.0,3000
2025-05,Maus Wireless,Vertrieb Online,280,289.0,28.0,28.5,10.0,900
2025-10,Schreibtisch Fix,Vertrieb Ost,40,40.0,220.0,208.6,110.0,3500
2025-10,Tastatur Mechanisch,Vertrieb Ost,100,94.0,95.0,98.19,42.0,1800
2025-12,Schreibtisch Fix,Vertrieb West,40,42.0,220.0,208.27,110.0,3500
2025-05,Dockingstation USB-C,Vertrieb Online,76,71.0,140.0,144.04,65.0,2200
2026-08,Schreibtisch Elektrisch,Vertrieb Nord,18,17.0,650.0,611.31,380.0,8000
2025-03,Dockingstation USB-C,Vertrieb Sued,76,68.0,140.0,141.28,65.0,2200
2026-03,Monitor 24 Zoll,Vertrieb Nord,70,63.0,180.0,178.05,100.0,2500
2025-11,Monitor 27 Zoll,Vertrieb West,60,57.0,280.0,280.91,160.0,4000
2026-05,Monitor 27 Zoll,Vertrieb Ost,60,61.0,280.0,245.15,160.0,4000
2025-01,Tastatur Mechanisch,Vertrieb Sued,100,107.0,95.0,103.1,42.0,1800
2026-05,Maus Wireless,Vertrieb Sued,280,307.0,28.0,27.62,10.0,900
2026-01,Tastatur Mechanisch,Vertrieb Sued,100,100.0,95.0,90.49,42.0,1800
2026-08,Tastatur Wireless,Vertrieb Nord,240,227.0,45.0,44.36,18.0,1200
2025-12,Monitor 24 Zoll,Vertrieb Sued,70,71.0,180.0,186.33,100.0,2500
2026-05,Buerostuhl Premium,Vertrieb West,30,26.0,350.0,344.18,180.0,6000
2026-02,Monitor 32 Zoll Curved,Vertrieb Online,24,25.0,480.0,444.75,270.0,5000
